iter	RMSE
198	0.02800024561
199	0.02798895478
200	0.02797498106
201	0.02795976906
202	0.02795307257
203	0.02793454364
204	0.02789155876
205	0.02788318603
206	0.02787015353
207	0.02785601748
208	0.02785269844
209	0.02783525945
210	0.02781819359
211	0.02780852058
212	0.0277985227
213	0.02777551452
214	0.02774731985
215	0.02772437685
216	0.02770219995
217	0.02766054821
218	0.02763896409
219	0.02761728085
220	0.02759834246
221	0.02758457865
222	0.02755152659
223	0.02753096973
224	0.02750695393
225	0.02747448844
226	0.0274553674
227	0.02742919404
228	0.02738920188
229	0.02738034032
230	0.02736215918
231	0.02734508603
232	0.02732317947
233	0.02730582928
234	0.02729950932
235	0.02728787087
236	0.0272835964
237	0.02726393903
238	0.02724583623
239	0.02722751879
240	0.0272001125
241	0.0271858897
242	0.02716124861
243	0.02713767872
244	0.0271248211
245	0.02708145852
246	0.02705032214
247	0.02703987805
248	0.0270246686
249	0.0270139826
250	0.02698374251
251	0.02697517472
252	0.0269621354
253	0.02693451527
254	0.02692361661
255	0.02691097434
256	0.02689318894
257	0.02687403161
258	0.02686744678
259	0.02684335273
260	0.02680867678
261	0.02677990384
262	0.02676972635
263	0.02675805052
264	0.02674711872
265	0.02672647784
266	0.02671661504
267	0.0266944359
268	0.02667737219
269	0.02666470615
270	0.02663367974
271	0.02660506313
272	0.02657742929
273	0.02655255876
274	0.02653161154
275	0.02651744672
276	0.02647600246
277	0.02646542965
278	0.02645017203
279	0.02643378258
280	0.0264203142
281	0.02640176396
282	0.02638951692
283	0.02637618281
284	0.02635851213
285	0.02633972972
286	0.02633004297
287	0.02631407891
288	0.02629655468
289	0.02628927776
290	0.02627686393
291	0.02625443398
292	0.02622048701
293	0.02620527989
294	0.02618831093
295	0.02616602653
296	0.02614929919
297	0.02613189635
298	0.02612333908
299	0.02609504111
300	0.02607721119
301	0.02606698239
302	0.02606115513
303	0.02605066006
304	0.02603340023
305	0.0260141702
306	0.02599672939
307	0.02598223962
308	0.02596381963
309	0.02595506437
310	0.02594920989
311	0.02593109539
312	0.02590912403
313	0.02589584848
314	0.02588081622
315	0.02587097977
316	0.02586147845
317	0.02584507719
318	0.02583026139
319	0.02581047727
320	0.02579747752
321	0.02577262865
322	0.02574498811
323	0.02572021406
324	0.02571012629
325	0.02569272966
326	0.02567754024
327	0.02565805692
328	0.02564670409
329	0.02562689519
330	0.02561538859
331	0.02558338911
332	0.02555547836
333	0.02553510657
334	0.02551659613
335	0.02550204298
336	0.02548726957
337	0.02547160065
338	0.02546142102
339	0.02544288917
340	0.02542452012
341	0.02541143965
342	0.02538718248
343	0.02537944199
344	0.02536330927
345	0.02535060238
346	0.02534059013
347	0.02532505892
348	0.02530941318
349	0.02529634999
350	0.02528952332
351	0.0252756475
352	0.02526538102
353	0.02525160321
354	0.02524314337
355	0.02522873356
356	0.02520901185
357	0.02520083498
358	0.02519112161
359	0.02517784565
360	0.02517155107
361	0.02516776215
362	0.02515790287
363	0.02514694536
364	0.02512823938
365	0.02511799191
366	0.02510388515
367	0.0250885833
368	0.02507340372
369	0.02505904255
370	0.02504917162
371	0.0250334879
372	0.02502563361
373	0.02501670308
374	0.02500339604
375	0.02499158968
376	0.02498011669
377	0.02497195529
378	0.0249626575
379	0.02495081474
380	0.0249448572
381	0.02493358552
382	0.02492508716
383	0.02491344032
384	0.0249054222
385	0.02489860367
386	0.02488519931
387	0.02487644266
388	0.02485894938
389	0.02485090097
390	0.02484454589
391	0.02482850808
392	0.02481468769
393	0.02480026337
394	0.02478284767
395	0.02477549636
396	0.02474999954
397	0.02472442692
398	0.02471218414
399	0.02469838715
400	0.0246863253
401	0.02467870284
402	0.02466740462
403	0.02464371906
404	0.02463692075
405	0.02461691226
406	0.02460801736
407	0.02459950067
408	0.02458212833
409	0.02456719284
410	0.02454419211
411	0.02453233631
412	0.02451462496
413	0.02450352859
414	0.02448908573
415	0.02448187751
416	0.02447445951
417	0.0244690139
418	0.02445732518
419	0.02444464686
420	0.02443623272
421	0.02442384093
422	0.02441097561
423	0.0244023106
424	0.02439349102
425	0.02438235363
426	0.02436918678
427	0.02435952511
428	0.02434452526
429	0.0243358133
430	0.02432970998
431	0.02432376792
432	0.0243165062
433	0.02430598937
434	0.02427741626
435	0.02426445462
436	0.02425783871
437	0.024251436
438	0.02422503217
439	0.02421494215
440	0.02420988339
441	0.0242009802
442	0.02419313183
443	0.02417491956
444	0.02415929914
445	0.02415155493
446	0.02412585131
447	0.02411922273
448	0.02411071765
449	0.02409151213
450	0.02407956288
451	0.02407279716
452	0.02406257204
453	0.02404953352
454	0.02403839204
455	0.02401847944
456	0.02400887471
457	0.02399563423
458	0.02398515373
459	0.02397260953
460	0.02396234982
461	0.02395535182
462	0.02394070708
463	0.02392642162
464	0.02391491863
465	0.02390731885
466	0.02389567853
467	0.02388760566
468	0.02387380831
469	0.0238614121
470	0.02385181363
471	0.02383868087
472	0.02381073742
473	0.02379105202
474	0.02377960327
475	0.02376635987
476	0.02374620127
477	0.02373775992
478	0.02372443959
479	0.02371185914
480	0.02370484383
481	0.02369880313
482	0.0236813295
483	0.02367200217
484	0.02364861441
485	0.02363966021
486	0.0236160512
487	0.02361235118
488	0.02360072705
489	0.02358762631
490	0.02357992357
491	0.0235733796
492	0.02356361433
493	0.02354518812
494	0.02353469201
495	0.02352350647
496	0.02350128391
497	0.02349308829
498	0.02348646756
499	0.02346378914
500	0.02344963192
501	0.02344197303
502	0.02342802151
503	0.02341644869
504	0.02340980723
505	0.02340095601
506	0.02338849135
507	0.02337496076
508	0.02336631399
509	0.02335870264
510	0.02333369853
511	0.02332193988
512	0.02329490047
513	0.02328570461
514	0.02327397424
515	0.02325706401
516	0.02324852117
517	0.02324064275
518	0.02322464476
519	0.02320377409
520	0.02319460264
521	0.02318616943
522	0.02317567106
523	0.02316596029
524	0.02315395034
525	0.02313951771
526	0.02313280742
527	0.02312093679
528	0.02311068438
529	0.02310323936
530	0.02309791933
531	0.02307955666
532	0.02307443588
533	0.02307012763
534	0.02306504304
535	0.02304559885
536	0.02303495152
537	0.02302741153
538	0.02302142568
539	0.02301776785
540	0.02300788216
541	0.0229941961
542	0.022987906
543	0.02297867728
544	0.02296073136
545	0.02294968101
546	0.02293989165
547	0.0229359512
548	0.02292768807
549	0.02290514045
550	0.0228911034
551	0.02288429849
552	0.02287198046
553	0.02286371998
554	0.02285316435
555	0.0228422129
556	0.02283705473
557	0.0228295453
558	0.02280849611
559	0.02279268414
560	0.02278983784
561	0.02278129628
562	0.02276888656
563	0.02276387209
564	0.02275852551
565	0.02275067267
566	0.02274162864
567	0.02273632881
568	0.02273089121
569	0.02272076417
570	0.02271388114
571	0.02270758936
572	0.02269154008
573	0.02268697958
574	0.02267331505
575	0.02265449744
576	0.02263394494
577	0.02262735441
578	0.0226185903
579	0.02261058027
580	0.02260126536
581	0.0225960223
582	0.02258984258
583	0.02258421311
584	0.02257680548
585	0.02256503471
586	0.02255544076
587	0.02255189559
588	0.02254665167
589	0.02254284049
590	0.0225342592
591	0.0225229462
592	0.02251549984
593	0.02250191163
594	0.02249613752
595	0.02247406854
596	0.02246189876
597	0.02245718731
598	0.02245087357
599	0.02244201745
600	0.02243372724
601	0.02242801599
602	0.02242117154
603	0.02241090326
604	0.02240458738
605	0.0223974418
606	0.02238330176
607	0.02237369505
608	0.02236532834
609	0.02235885237
610	0.02233909285
611	0.02233273557
612	0.02232669078
613	0.02231443153
614	0.02230776824
615	0.02230092589
616	0.02229516869
617	0.02228737756
618	0.02228161755
619	0.02226896487
620	0.02226476069
621	0.02225671008
622	0.02224998863
623	0.02223956911
624	0.0222334916
625	0.02222894852
626	0.02221644462
627	0.02220190777
628	0.02219503783
629	0.02218661023
630	0.02217199315
631	0.0221581984
632	0.02214819049
633	0.02212668374
634	0.02212281558
635	0.02211260942
636	0.02210670461
637	0.02210292088
638	0.02209070723
639	0.02208577884
640	0.0220782035
641	0.02204649592
642	0.02203744434
643	0.02203097802
644	0.02202498089
645	0.02201659521
646	0.02201296988
647	0.02201078745
648	0.02199636772
649	0.02198747991
650	0.02197966485
651	0.02197317437
652	0.0219682728
653	0.02196419921
654	0.0219613256
655	0.0219521793
656	0.02194312454
657	0.02192750641
658	0.02191889081
659	0.02191466264
660	0.02190178089
661	0.02189878775
662	0.02189631836
663	0.02189135424
664	0.02188633243
665	0.02188308707
666	0.021874774
667	0.02185958298
668	0.02185461582
669	0.02185065651
670	0.02184845499
671	0.021835892
672	0.02183403405
673	0.02182788841
674	0.02181964685
675	0.02181444412
676	0.02180494613
677	0.02179309624
678	0.0217724369
679	0.02176616466
680	0.02176222018
681	0.02175054381
682	0.02173857166
683	0.02173568683
684	0.02172151369
685	0.02171855636
686	0.02171256814
687	0.02169746631
688	0.0216790036
689	0.02167093422
690	0.02166532827
691	0.02165725374
692	0.02164787069
693	0.02164144008
694	0.0216320615
695	0.02162964132
696	0.02161218568
697	0.02160288783
698	0.02159761869
699	0.02159240819
700	0.02158756261
701	0.02158348208
702	0.02157647843
703	0.02156762581
704	0.0215607223
705	0.02155708202
706	0.02154511988
707	0.02152843454
708	0.02151065742
709	0.02150427122
710	0.02150062137
711	0.02147770463
712	0.02145459789
713	0.02144620374
714	0.02144118569
715	0.02142973776
716	0.02142161575
717	0.02141207838
718	0.02140229379
719	0.02139207147
720	0.02138687265
721	0.02137865813
722	0.02137452923
723	0.02136891382
724	0.02135908265
725	0.02135358298
726	0.021338774
727	0.02132666158
728	0.02131572524
729	0.02130734706
730	0.02129670161
731	0.02129098016
732	0.02127953903
733	0.02127227865
734	0.02126523326
735	0.02126231059
736	0.02125030987
737	0.02124527752
738	0.02123912776
739	0.02122109056
740	0.02120888715
741	0.02120526807
742	0.02119917119
743	0.02119810118
744	0.02119023612
745	0.02118167027
746	0.0211764293
747	0.02117306884
748	0.02116631601
749	0.02116077261
750	0.02114966982
751	0.02114312699
752	0.02113777165
753	0.0211280247
754	0.02112115767
755	0.02110083535
756	0.0210932722
757	0.02108292253
758	0.02107253651
759	0.02106469293
760	0.0210575222
761	0.02105372317
762	0.0210485956
763	0.02103925075
764	0.021033557
765	0.02102242475
766	0.02101834081
767	0.02101253097
768	0.02099423041
769	0.02098723204
770	0.02098166893
771	0.02097332015
772	0.02096914116
773	0.02095083681
774	0.02094532862
775	0.02093391336
776	0.02092799958
777	0.02091707965
778	0.02091168642
779	0.02089912295
780	0.02089477782
781	0.02088542424
782	0.02087933188
783	0.02087158605
784	0.02086857445
785	0.02086315617
786	0.02085835081
787	0.02084898913
788	0.02084063363
789	0.02083338646
790	0.02082018451
791	0.02081304734
792	0.02080097167
793	0.02079500882
794	0.02079080689
795	0.02078639212
796	0.02077103704
797	0.02076584715
798	0.02074916352
799	0.02074418143
800	0.02073879816
801	0.02073476583
802	0.0207277573
803	0.02072099087
804	0.02071351271
805	0.02070891663
806	0.02070674619
807	0.02070055635
808	0.02069674865
809	0.02069076133
810	0.02068437017
811	0.02067781889
812	0.02066899589
813	0.02066246542
814	0.0206563905
815	0.02064997414
816	0.02064499825
817	0.02064204166
818	0.02063488291
819	0.02063023558
820	0.02061278052
821	0.02060507709
822	0.02059369554
823	0.02059004983
824	0.02058357674
825	0.02057826943
826	0.02057460917
827	0.02056813962
828	0.02055727655
829	0.02055093254
830	0.02054572834
831	0.02053580784
832	0.02053310856
833	0.02052639586
834	0.02051212821
835	0.02050243495
836	0.02049667167
837	0.0204888253
838	0.02048065983
839	0.02047573242
840	0.02046814081
841	0.02046215541
842	0.02045484824
843	0.02044857412
844	0.02043635294
845	0.02043046557
846	0.02042642045
847	0.02041963057
848	0.0204147627
849	0.02040197149
850	0.0203925905
851	0.02038713876
852	0.0203807739
853	0.02037413557
854	0.02036368848
855	0.02035733313
856	0.02035175776
857	0.02034437468
858	0.02034101099
859	0.02033501349
860	0.02033245328
861	0.02032590519
862	0.02032305826
863	0.02031884777
864	0.02031421378
865	0.0203077831
866	0.02030393427
867	0.02029643627
868	0.02029183119
869	0.02028066013
870	0.0202719425
871	0.02026616619
872	0.02025634816
873	0.02025149363
874	0.02024261869
875	0.02023397805
876	0.02022615379
877	0.0202096223
878	0.02019718095
879	0.02019014148
880	0.02018729964
881	0.02017723731
882	0.02017047056
883	0.02016386537
884	0.02015994038
885	0.02015117713
886	0.02014336245
887	0.02013740536
888	0.02013188272
889	0.02012646388
890	0.02011994871
891	0.02011120612
892	0.02010467417
893	0.02009948198
894	0.0200957063
895	0.02009140259
896	0.02008713333
897	0.02008241472
898	0.0200727181
899	0.02006744007
900	0.02006404007
901	0.0200592546
902	0.02005454817
903	0.02005005027
904	0.02004097886
905	0.02003363122
906	0.02002843503
907	0.02001410802
908	0.02001031323
909	0.0200068713
910	0.02000162753
911	0.01999306777
912	0.01997966693
913	0.01997471079
914	0.01997230657
915	0.01996576083
916	0.01996109033
917	0.01995555502
918	0.01995122105
919	0.01994436458
920	0.01993669773
921	0.01992866103
922	0.01992432284
923	0.01992019118
924	0.01991361475
925	0.01991019239
926	0.01990713601
927	0.01990275725
928	0.01988434652
929	0.01987968719
930	0.01987643245
931	0.01986928362
932	0.01986108188
933	0.01984200807
934	0.01983600466
935	0.01982669114
936	0.01982337063
937	0.0198162074
938	0.0198128463
939	0.01979941615
940	0.01979379302
941	0.01978947582
942	0.01978352168
943	0.01977416912
944	0.01976885734
945	0.01976556616
946	0.01975935067
947	0.01975295741
948	0.01974992584
949	0.01974549585
950	0.01974017302
951	0.01973026765
952	0.01972378389
953	0.01971723353
954	0.0197108678
955	0.01970314949
956	0.01969881021
957	0.01969151681
958	0.01968845616
959	0.01968359098
960	0.01967981265
961	0.01967386006
962	0.01967242577
963	0.01966769459
964	0.01966428457
965	0.01966033294
966	0.01965275179
967	0.01964502869
968	0.01962670406
969	0.01961936635
970	0.01961170374
971	0.01960957953
972	0.01960275386
973	0.01959573828
974	0.01959232606
975	0.01958904647
976	0.01958508881
977	0.01958109259
978	0.0195765639
979	0.01956993007
980	0.01956564437
981	0.01955874477
982	0.01955385407
983	0.01954955362
984	0.01954496276
985	0.01953663949
986	0.01952498171
987	0.01952074985
988	0.01951538772
989	0.01951231681
990	0.01950964664
991	0.01950721036
992	0.01949896781
993	0.01948166159
994	0.01947935613
995	0.01947691271
996	0.01947120623
997	0.01946750117
998	0.0194647627
999	0.01945902038
1000	0.01945354474
1001	0.01944647744
1002	0.01944370864
1003	0.01943633869
1004	0.01943309039
1005	0.01942580792
1006	0.01941931742
1007	0.01941361581
1008	0.0194099435
1009	0.01940660217
1010	0.01940173989
1011	0.01939571504
1012	0.01939062799
1013	0.01938595933
1014	0.0193807623
1015	0.01937301304
1016	0.01936766834
1017	0.01936545123
1018	0.01936093499
1019	0.01934457752
1020	0.01934185346
1021	0.01933842311
1022	0.01933501034
1023	0.01932472953
1024	0.01931999314
1025	0.01931496695
1026	0.01931105754
1027	0.01930263041
1028	0.01929463968
1029	0.01929172162
1030	0.0192845901
1031	0.01927706692
1032	0.01927042587
1033	0.01925362371
1034	0.0192477724
1035	0.01923865738
1036	0.01923204795
1037	0.01922827541
1038	0.01922485668
1039	0.01922024585
1040	0.0192114436
1041	0.01920848179
1042	0.01920360666
1043	0.01920177056
1044	0.0192001132
1045	0.01919070944
1046	0.0191895189
1047	0.01918217025
1048	0.01917640476
1049	0.01917017665
1050	0.01916840619
1051	0.01916243585
1052	0.01915581677
1053	0.01915140221
1054	0.01914627247
1055	0.01914040655
1056	0.01913391091
1057	0.01912654054
1058	0.01912272241
1059	0.01911306663
1060	0.01910958012
1061	0.01910006687
1062	0.01909505704
1063	0.0190868968
1064	0.01907686281
1065	0.01907122342
1066	0.01906553239
1067	0.01906014968
1068	0.01905371262
1069	0.01904728058
1070	0.01904029324
1071	0.01903627008
1072	0.01903194793
1073	0.01902597094
1074	0.01902394288
1075	0.01901518083
1076	0.01901050657
1077	0.01900188402
1078	0.01898529578
1079	0.01898397906
1080	0.01898068997
1081	0.01897670446
1082	0.01897501436
1083	0.0189709784
1084	0.01896912152
1085	0.01896050673
1086	0.01895723154
1087	0.01895370935
1088	0.01894590255
1089	0.01893597219
1090	0.01892992308
1091	0.01891977625
1092	0.01891448543
1093	0.0189089427
1094	0.01890271305
1095	0.01889737313
1096	0.01889463452
1097	0.01888300659
1098	0.01887653436
1099	0.01887456809
1100	0.01886647465
1101	0.01886113906
1102	0.01885461611
1103	0.01885128881
1104	0.0188434222
1105	0.01883616221
1106	0.01883073044
1107	0.01882124816
1108	0.01881233749
1109	0.01880517305
1110	0.0187971236
1111	0.01878606223
1112	0.01877351864
1113	0.01876772846
1114	0.01876240734
1115	0.01875957129
1116	0.01875453785
1117	0.01874592999
1118	0.01873230095
1119	0.01872888786
1120	0.01872052366
1121	0.01870782982
1122	0.01870177572
1123	0.01869860732
1124	0.01869049331
1125	0.01868852036
1126	0.01868289097
1127	0.0186752912
1128	0.01867251831
1129	0.01865491891
1130	0.01865337193
1131	0.01865168553
1132	0.01864961697
1133	0.01863896939
1134	0.01863742948
1135	0.01863149124
1136	0.01862507904
1137	0.01861874712
1138	0.01861358484
1139	0.01860910411
1140	0.01860469542
1141	0.01859859347
1142	0.01859242926
1143	0.01858626896
1144	0.01857601954
1145	0.01856880214
1146	0.01856074622
1147	0.01855595905
1148	0.01855348993
1149	0.01854929305
1150	0.01854599671
1151	0.01854061672
1152	0.01853519909
1153	0.01853056056
1154	0.0185256005
1155	0.01852285331
1156	0.01852135522
1157	0.01851709301
1158	0.01851475743
1159	0.01851245579
1160	0.01850577976
1161	0.018503089
1162	0.0184970566
1163	0.01849530147
1164	0.01849044284
1165	0.01848283823
1166	0.01848014552
1167	0.01847080374
1168	0.01846492926
1169	0.01845739278
1170	0.01845275785
1171	0.01844630147
1172	0.01844076169
1173	0.01843867852
1174	0.01843595999
1175	0.01843252497
1176	0.0184250394
1177	0.01842338099
1178	0.01841215913
1179	0.01840600138
1180	0.01839628496
1181	0.01839357229
1182	0.01838553181
1183	0.01837925933
1184	0.01837517481
1185	0.01837152394
1186	0.01836824503
1187	0.01836338325
1188	0.01835902057
1189	0.01835538677
1190	0.01835229826
1191	0.01834569098
1192	0.01834305879
1193	0.01833956401
1194	0.01833340217
1195	0.0183303768
1196	0.01832474141
1197	0.01832082572
1198	0.01831457677
1199	0.01831303287
1200	0.01830638276
1201	0.01830265562
1202	0.01829444577
1203	0.01828824963
1204	0.01828712168
1205	0.01828231853
1206	0.01828103777
1207	0.01827618886
1208	0.01827125541
1209	0.01826770685
1210	0.01826540328
1211	0.01826389062
1212	0.01825439102
1213	0.01824661981
1214	0.01823982012
1215	0.01823239271
1216	0.01822701262
1217	0.01822442091
1218	0.01822129988
1219	0.01821782391
1220	0.01821294226
1221	0.01820658451
1222	0.01820183203
1223	0.01819877856
1224	0.01819643014
1225	0.01819092296
1226	0.01818547468
1227	0.01818130261
1228	0.01817861327
1229	0.01817523325
1230	0.01817271625
1231	0.01816973243
1232	0.01816681471
1233	0.01816251609
1234	0.01816007906
1235	0.01815677487
1236	0.01815124645
1237	0.0181446419
1238	0.01813237427
1239	0.01813084641
1240	0.01812624327
1241	0.01812224413
1242	0.01811582129
1243	0.0181149666
1244	0.01810893745
1245	0.0181026113
1246	0.01809794887
1247	0.01809054576
1248	0.01808580882
1249	0.01808195063
1250	0.01808006258
1251	0.01807661133
1252	0.01807478341
1253	0.01806912434
1254	0.01806731756
1255	0.01806103863
1256	0.01805768034
1257	0.01805024732
1258	0.01804515167
1259	0.01804046669
1260	0.01803520638
1261	0.01802753448
1262	0.01802595322
1263	0.01802196792
1264	0.01801458167
1265	0.01801115939
1266	0.01800682374
1267	0.01800513854
1268	0.01800292902
1269	0.0179942052
1270	0.01799275062
1271	0.01799053318
1272	0.01798718656
1273	0.01798123444
1274	0.01797716526
1275	0.01797178657
1276	0.01796694061
1277	0.01795514871
1278	0.01794700568
1279	0.01794162171
1280	0.01793828673
1281	0.01793195754
1282	0.01792787605
1283	0.01792062986
1284	0.01791637886
1285	0.01790913594
1286	0.01790576173
1287	0.01789908814
1288	0.01789161243
1289	0.0178886669
1290	0.01787895348
1291	0.01787273632
1292	0.01786819333
1293	0.01786356865
1294	0.01785642783
1295	0.01785168871
1296	0.01784442443
1297	0.01783753118
1298	0.01783239232
1299	0.01782973511
1300	0.01782507894
1301	0.01782163652
1302	0.01781971329
1303	0.01781015509
1304	0.01780730617
1305	0.01780302134
1306	0.01779844381
1307	0.01779207119
1308	0.01778758512
1309	0.01778301857
1310	0.01777793138
1311	0.01776961416
1312	0.01776702106
1313	0.01776031171
1314	0.01775760737
1315	0.01775336695
1316	0.01774968033
1317	0.01774053937
1318	0.01773379271
1319	0.01772766201
1320	0.01772393856
1321	0.01771818731
1322	0.01771664758
1323	0.01771229937
1324	0.01770243263
1325	0.01769447785
1326	0.0176900307
1327	0.01768800905
1328	0.0176837554
1329	0.01768106121
1330	0.01767482994
1331	0.01766875315
1332	0.01766551934
1333	0.01765903418
1334	0.01765215848
1335	0.01764982329
1336	0.01764628079
1337	0.01764379297
1338	0.01763851602
1339	0.01763435385
1340	0.01763253684
1341	0.01763018986
1342	0.01762805321
1343	0.01761784568
1344	0.01761354473
1345	0.0176107438
1346	0.01760648445
1347	0.01760395401
1348	0.01759561618
1349	0.01759287019
1350	0.01759059679
1351	0.01758653111
1352	0.01758105528
1353	0.0175763534
1354	0.01757397172
1355	0.01757184766
1356	0.01756753233
1357	0.01756400147
1358	0.01755785746
1359	0.01755317985
1360	0.01754957891
1361	0.01754463407
1362	0.01754020035
1363	0.01753041738
1364	0.01752655238
1365	0.01752543379
1366	0.01752145938
1367	0.01751430893
1368	0.01750877635
1369	0.01750640961
1370	0.01750312556
1371	0.01749929369
1372	0.01749773576
1373	0.0174949989
1374	0.01749216218
1375	0.01748755669
1376	0.01748337573
1377	0.01747873695
1378	0.01747493938
1379	0.01746898852
1380	0.0174662658
1381	0.01746457665
1382	0.01745981519
1383	0.01745779937
1384	0.01745261815
1385	0.01744888354
1386	0.01744690097
1387	0.01743838321
1388	0.01743237598
1389	0.01742992557
1390	0.0174252787
1391	0.01742343757
1392	0.01741878647
1393	0.0174164703
1394	0.01741492734
1395	0.01740761228
1396	0.01740341269
1397	0.0173991739
1398	0.01739617614
1399	0.01739435904
1400	0.01738949064
1401	0.01738450172
1402	0.01738134904
1403	0.01737965626
1404	0.01737581647
1405	0.01737185173
1406	0.01736697892
1407	0.01735942436
1408	0.01735629636
1409	0.01735418318
1410	0.01734985467
1411	0.01734388714
1412	0.01734029109
1413	0.01733503759
1414	0.0173309295
1415	0.01732487617
1416	0.0173224071
1417	0.01731830446
1418	0.01731472809
1419	0.01731106162
1420	0.017307282
1421	0.017303044
1422	0.01730124848
1423	0.01729670336
1424	0.01729148313
1425	0.01728829477
1426	0.01728727331
1427	0.01728599616
1428	0.01728424548
1429	0.01727995404
1430	0.01727458078
1431	0.01727094812
1432	0.01726736202
1433	0.01726450253
1434	0.01725804686
1435	0.01725451135
1436	0.0172527293
1437	0.01724989995
1438	0.01724378933
1439	0.01724151488
1440	0.01723944595
1441	0.01723500576
1442	0.01723040563
1443	0.01722638605
1444	0.0172234802
1445	0.01722199245
1446	0.01722050537
1447	0.01721776817
1448	0.01721183989
1449	0.01721033346
1450	0.0172059127
1451	0.01720346526
1452	0.0171954315
1453	0.01718451687
1454	0.01718036413
1455	0.01717055126
1456	0.01716878762
1457	0.01716298234
1458	0.01715775656
1459	0.01715465006
1460	0.01715090132
1461	0.01714122939
1462	0.01713620271
1463	0.01713403056
1464	0.01712889979
1465	0.0171250568
1466	0.01712063895
1467	0.01711873577
1468	0.01711178305
1469	0.01710783619
1470	0.01710454483
1471	0.0170988442
1472	0.01709678481
1473	0.01709433743
1474	0.01709051072
1475	0.01708777911
1476	0.01708499814
1477	0.01708055285
1478	0.01707691222
1479	0.01707520015
1480	0.01707296957
1481	0.01707053477
1482	0.01706722685
1483	0.01706213523
1484	0.01706046255
1485	0.01705817745
1486	0.01705558999
1487	0.01704847627
1488	0.01704377669
1489	0.01703501577
1490	0.0170326214
1491	0.01702845505
1492	0.01702586409
1493	0.01702324579
1494	0.01701539075
1495	0.01700840461
1496	0.01700617651
1497	0.01700306898
1498	0.01699585842
